Form,What's your cohort?,Hiring Company,Job Title,Salary,"Job location (City, Country)","Date you first got a job offer, coming out of Makers Academy","How many companies did you interview with, before you got your first offer?",Date you accepted this job offer,Date you start this job you've accepted,"How many companies did you interview with, before you got this offer that you're accepting?",What tech will you be working with?,How did you get this job?,Tell us more,What did we do well?,How could careers support at Makers be improved?,How likely are you to recommend the Makers Academy Careers Team to future cohorts?,Conversion Date,Conversion Title,Contact ID,NPS
CongratsForm824,January 2024,Makers Accelerator programme / Depop,Associate Software Engineer,35000,"London, Greater London",21/06/2024,2,21/06/2024,29/07/2024,1,"Kotlin, Android",MA Hiring Partner,,"Great support system post completion of the Bootcamp - access to additional training, proactive posting about job openings, interview prep support, CV and cover letter review, mental health support. A great environment to study within with great people. Diversity and inclusivity","Support has been top level! If I were to be super picky I would say that after completing the Bootcamp it wasn't clear right away what are the resources available and who we should be reaching out to for support. E.g. what channels in Slack we should join, it wasn't clear if I should contact Sandy, Becks or someone else for cv and cover letter review. Perhaps having all this info in one place - e.g. a document could make things more clear",10,2024-06-28 12:37:53,Form,28970951,Promoter
CongratsForm823,October 23,Post Office,Junior Developer,47000,London,20/06/2024,0,20/06/2024,11/07/2024,0,"React, TypeScript",Personal contact/referral,,Help me decide what Language I wanted to work with going forward,"More visibility on careers workshops on platforms outside of Slack, as some people were not aware of them.",9,2024-06-24 14:38:27,Form,52392551,Promoter
CongratsForm822,July 2023 onsite,Arm,Apprentice DevOps Engineer,28000,"Cambridge, UK",22/04/2024,1,23/04/2024,09/09/2024,1,"Python, Docker, Docker Swarm, Bash, Jenkins",MA Hiring Partner,,"Finding hiring partners to work with Makers and creating opportunities such as the one I got! Sandy has been great supporting with CV reviews and application tips, filling in where Candida (I think) used to support, in the gap before Becky started.","Perhaps as well as the CV reviews, there could be sessions which 'diagnose' likely areas which may be resulting in zero interviews (or for different stages of the job search, different issues)? It was almost impossible to know what I was doing wrong/not doing/not doing enough of from all the applications I sent out, because there were only ever auto-rejections and that meant not getting any feedback to act on. At some point I strongly came to suspect it was over-reliance on certain job platforms which just didn't seem a productive route for me, as someone with very little experience. Just an idea! It may be that this sort of help is available in the tech support sessions e.g. like Kay used to run. Also, just more jobs via Makers partners would help, for the wishlist! There seem to be more coming now which is good to see.",8,2024-06-13 17:59:33,Form,61435751,Passive
CongratsForm821,March 2023,Lavanda,Junior Support Engineer,25000,London - remote,28/05/2024,7,30/05/2024,10/06/2024,7,"Ruby, Elixir",Apply direct on company website,,Regular job postings. Interview and tech test support.,"More workshops on tech tests, CV optimization, how to network",8,2024-06-13 11:58:48,Form,57905351,Passive
CongratsForm820,June 2023,Algolia,Junior Developer Support Engineer,38000,London,04/06/2024,1,04/06/2024,24/06/2024,1,"Variety. Algolia software is implemented by other developers and companies, so whatever tech that company is using.",Personal contact/referral,,Support was available for me at each stage of the process.,"Things I wanted more of are already being implemented. The refresher sessions, the tech test prep workshops, the detailed sessions with Becks e.g the recent one on GitHub CV's and the insights into the job market session.",8,2024-06-12 11:37:32,Form,59414501,Passive
CongratsForm819,October 2023 QE,Orchestrating Identity,Software Tester,30000,London,03/06/2024,3,03/06/2024,10/06/2024,3,"Selenium, Postman, Javascript",MA Hiring Partner,,Having amazing Hiring Partners,"I can see that since Becks is back, there are more meetings and more help for supporting us to find a job.",10,2024-06-04 09:21:08,Form,48392451,Promoter
CongratsForm818,June 23,Octopus Energy / TfL,Software engineer intern / software developer apprentice,25000,"London, UK",14/05/2024,6,16/05/2024,01/07/2024,6,"Python, C #",Apply direct on company website,,On demand interview support from Sandy has been a huge help,More frequent workshops or technical interview practice for job hunters,7,2024-05-29 14:01:01,Form,55931601,Passive
CongratsForm817,July 2023,Movement Industries Ltd,QA Engineer,33800,"East Grinstead, United Kingdom",15/05/2024,2,15/05/2024,20/05/2024,2,"Ruby on Rail, React, Cypress",Personal contact/referral,,Teach me the important fundamentals of coding and prepare me for interviews,It's already very good I think,10,2024-05-20 11:56:42,Form,62867251,Promoter
CongratsForm816,September 2023,Abstract Leap,Software Engineer,35000,"Oxford, United Kingdom",03/05/2024,1,03/05/2024,20/05/2024,1,C# .NET Azure (also a mixture of frontend technologies),Personal contact/referral,,"CV reviews, general advice on the job hunt and strategies, Workshop Wednesdays","Hard to say due to the market, ultimately you want to see yourself being put forward for roles but this isn't always reality in a tough job market. I think Makers have the bases covered and it's really on us students to push ourselves forward and stay in contact, this works for me and Sandy was always available and useful when I needed her. I guess during the course itself sharing successes of recent hirees and what their strategies were to get employed would be useful.",9,2024-05-17 12:37:31,Form,61230201,Promoter
CongratsForm815,Graduated Jan 2024,Transport for London,Software Engineer Apprentice,26000,London,14/05/2024,13,14/05/2024,01/09/2024,13,"C#, full-stack, mobile",Apply direct on company website,,Interview preps with Sandy and her ongoing support in each stage of applications. Also access to makers community and amazing cohort I had and our regular reunions.,More clear requirements for jobs posted through Makers. I feel like I missed some opportunities as I've been told that specific tech was required when in practice it wasn't. Or that Deloittle recruited people only from Newcastle but person from my cohort livin in London got this job.,8,2024-05-16 16:02:12,Form,4862913996,Passive
CongratsForm814,Nov 2023,Jisc,"Software Engineer (python, django)",42000,Remote,16/05/2024,3,16/05/2024,03/06/2024,3,"Python, Django, Docker, Docker Swarm, OAuth, XML, TLS, Certificate Authority, maybe some Java too",Apply direct on company website,,"The makers course prepared me very well for technical interviews. Job opportunities are sparse at the moment and so most of my applications came through my own research, however, Jisc was one that was recommended through the Makers Slack! CV / Cover letter reviews were very helpful to make sure I was on the right track. Notwithstanding all of the above, one of the nicest things was actually just the few kind words of reassurance I was given every now and then when feeling the pressure and/ or rejection! (Thank you, Sandy!)","I’m not sure this is a reflection on Makers Academy careers support, whom I have lots of good things to say about, but rather the overall strategy Makers Academy appears to be pursuing at the moment in terms of course sales and how they are creating industry partnerships. It seems a lot of the opportunities Makers Academy are currently advertising (and I assume pursing behind the scenes) are for training schemes that are sponsored by a particular company who are looking to hire fresh talent and train them through Makers, I.e. often at apprenticeship level or targeted at those with little to no prior experience outside of engineering. From what I have seen, self-funded makers are usually no longer able to apply for these jobs having already done the course, and given that many of the companies choosing this route of recruitment will be supported by apprenticeship government funding, and will ultimately be getting applicants with the exact same training with lower salary expectations, it devalues self-funded Makers Graduates in the marketplace and makes us look like a comparatively bad deal. I totally understand why this is a business direction makers have decided to go down due to the opportunity to recruit directly onto the makers course, and that in the current climate it is a way of matching talent with jobs with a higher success rate than a ‘train and find jobs afterwards’ type model. That said, it leaves the self-funded Makers graduates in an odd place where we are unable to apply for the training schemes, our experience has been devalued in the market place by being an expensive option for the same training, whilst also competing in a market where there are experienced engineers going for roles that would historically be seen as being below their experience level. I wonder if some more thinking needs to be done in how Makers matches these training opportunities with Makers who have already graduated alongside fresh applicants.",8,2024-05-16 14:59:01,Form,61874001,Passive
CongratsForm813,September 2023,Sparta Global,Software developer,24000,London,14/05/2024,1,15/05/2024,10/06/2024,1,Java,Job Board,,"The course curriculum was great, at lot of the stuff I learned was useful to in the interview, the group work was especially useful.","To be honest I didn't really use it but that's completely on me, it looked like it was good.",7,2024-05-15 11:10:12,Form,52682451,Passive
CongratsForm812,Sep 2023 / Oct 2023 Data Engineering,Redkite,Associate Data Engineer,38500,London,13/05/2024,3,13/05/2024,15/07/2024,3,"Python, SQL, YAML, ARM/Bicep, Azure, Databricks/Spark, Google Cloud Platform",Apply direct on company website,,Interview prep and emotional support,Being more organized/clear about how to proceed at the beginning. An actual event calendar would be better than day-of and day-before slack messages for events and meetings. Ending the education portion of the camp felt a bit like being dropped off a cliff. The new in-progress job board seems like a great addition that I just missed. None of the sparse opportunities offered through Makers panned out at all for me. I'm aware there's nothing you could really do about a terrible job market also though.,7,2024-05-13 14:13:57,Form,64033401,Passive
CongratsForm811,March 2023,Chakray UK,Integration Engineer,27000,Remote,12/09/2023,1,12/09/2023,09/10/2023,1,"Azure, AWS, Typescript and AWS CDK",Personal contact/referral,,Personal coaching sessions,"A bit more gritty realism about the state of the job market and how job hunters could and should re evaluate their strategies / manage expectations given that the amount of opportunities available has drastically decreased. I would say that looks like thinking more long term. I also think that Makers are excellent on the EQ side, but sometimes a little over optimistic/ not focused enough on the need for deep understanding/ foundational knowledge in order to be able to demonstrate the necessary level of expertise to get hired. I understand everyone can only achieve what they are capable of within the bootcamp, but the reality is that for me at least a lot more work was needed to solidify concepts that felt like they had been rushed over during the course. I think its almost impossible to teach those concepts any faster, but Makers being more direct about the minimum standards that students need to hold themselves to would be helpful.",7,2024-05-09 10:30:45,Form,54684151,Passive
CongratsForm810,April 2023,Sedex,Associate software engineer,38000,London,26/04/2024,4,26/04/2024,13/05/2024,4,"Kotlin, React, Typescript",MA Hiring Partner,,The role was originally introduced via a hiring partner - so giving me the opportunity to apply for what looks to be an exciting role with a great company. Also Sedex are clearly really pleased with Makers and their previous hires to be excited to be able to take on another - which is testament to what you do well in preparing us for roles. Sandy has been a great help to me - in terms of preparing for and settling my nerves before interviews. Another thing you do well is community - I particularly enjoyed the alumni event where a number of ex-makers did short talks (would be great if you did something like this again!),"I think by being more honest about the current state of the job market and average time it takes to find a role, so as to better manage expectations. Also more practical cv advice based on the current market eg. tips to get past the ‘bots’. I had no success with cold applying, which was quite demoralising. Also practical support/workshops/practice on tech tests would be useful. I’m happy to see you bring back mentoring, this wasn’t available when I finished and I think it could have been a great help",8,2024-05-08 20:25:09,Form,59043951,Passive
